         5315333 function calls (5109638 primitive calls) in 8.355 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 __init__.py:315(get_default_scheme)
        1    0.000    0.000    0.000    0.000 pjit.py:1406(IgnoreKey)
        1    0.000    0.000    0.000    0.000 lax.py:403(bitwise_and)
        1    0.000    0.000    0.000    0.000 types.py:122(Transform)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:3317(NotOp)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:5693(TanhOp)
        1    0.000    0.000    0.000    0.000 _finfo.py:35(_Bfloat16MachArLike)
        4    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:854(BitcastOp)
        4    0.000    0.000    0.000    0.000 lax_numpy.py:10988(<genexpr>)
        1    0.000    0.000    0.000    0.000 synchronize.py:149(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 slicing.py:359(ScatterDimensionNumbers)
        1    0.000    0.000    0.000    0.000 custom_api_util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:342(Unhashable)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:2920(ImagOp)
        1    0.000    0.000    0.000    0.000 utils.py:138(ObjectWrapper)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:436(DeviceIdOp)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:552(__init__)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1273(IntegerFormat)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        6    0.000    0.000    0.000    0.000 lax_numpy.py:10521(<genexpr>)
        1    0.000    0.000    0.000    0.000 custom_batching.py:93(ClosedRule)
        1    0.000    0.000    0.000    0.000 convolution.py:35(ConvDimensionNumbers)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:5299(SineOp)
        6    0.000    0.000    0.000    0.000 __init__.py:736(__init__)
        1    0.000    0.000    0.000    0.000 lax_numpy.py:10511(_is_contiguous_slice)
        1    0.000    0.000    0.000    0.000 stages.py:755(Wrapped)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:2146(UnrollVectorsOp)
        1    0.000    0.000    0.000    0.000 __init__.py:384(_FuncPtr)
        3    0.000    0.000    0.000    0.000 core.py:840(__init__)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:1824(CreateTokenOp)
        1    0.000    0.000    0.000    0.000 profiler.py:159(_PerfettoServer)
        1    0.000    0.000    0.000    0.000 gui.py:24(tqdm_gui)
        1    0.000    0.000    0.000    0.000 synchronize.py:166(Lock)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:830(BitcastConvertOp)
        1    0.000    0.000    0.000    0.000 abc.py:199(SourceLoader)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1302(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:3344(OptimizationBarrierOp)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:468(AsyncDoneOp)
        1    0.000    0.000    0.000    0.000 winterm.py:12(WinColor)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:1108(MemRefBitcastOp)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:4566(ReshapeOp)
        1    0.000    0.000    0.000    0.000 __init__.py:694(path)
        1    0.000    0.000    0.000    0.000 _sdy_ops_gen.py:357(ReturnOp)
        1    0.000    0.000    0.000    0.000 config.py:1305(<lambda>)
        1    0.000    0.000    0.000    0.000 client.py:1493(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:3804(OptimizationBarrierOp)
        1    0.000    0.000    0.000    0.000 pretty_printer.py:265(_State)
        1    0.000    0.000    0.000    0.000 core.py:831(_DomainCheckInterval)
        5    0.000    0.000    0.000    0.000 platform.py:919(_unknown_as_blank)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:4749(RoundNearestEvenOp)
        1    0.000    0.000    0.000    0.000 lru_cache.py:43(LRUCache)
        1    0.000    0.000    0.000    0.000 config.py:817(enum_flag)
        1    0.000    0.000    0.000    0.000 core.py:2091(Token)
        1    0.000    0.000    0.000    0.000 __init__.py:1829(RootLogger)
        1    0.000    0.000    0.000    0.000 gzip.py:121(BadGzipFile)
        1    0.000    0.000    0.000    0.000 config.py:1465(<lambda>)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:3350(ImagOp)
        1    0.000    0.000    0.000    0.000 __init__.py:157(py_object)
        5    0.000    0.000    0.000    0.000 fromnumeric.py:3220(_min_dispatcher)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:4590(ReturnOp)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:4099(RealOp)
        1    0.000    0.000    0.000    0.000 ad.py:742(CustomJVPException)
        1    0.000    0.000    0.000    0.000 parse.py:838(_Quoter)
        1    0.000    0.000    0.000    0.000 core.py:2608(_TempAxisName)
        8    0.000    0.000    0.000    0.000 contextlib.py:792(__exit__)
        1    0.000    0.000    0.000    0.000 pretty_printer.py:101(_TextDoc)
        3    0.000    0.000    0.000    0.000 lax.py:4151(_reshape_dtype_rule)
        1    0.000    0.000    0.000    0.000 warnings.py:420(WarningMessage)
        1    0.000    0.000    0.000    0.000 util.py:360(ForkAwareThreadLock)
        6    0.000    0.000    0.000    0.000 lax.py:3107(<genexpr>)
        1    0.000    0.000    0.000    0.000 pxla.py:2081(AllArgsInfo)
        1    0.000    0.000    0.000    0.000 effects.py:89(EffectTypeSet)
        1    0.000    0.000    0.000    0.000 core.py:2077(AbstractToken)
        1    0.000    0.000    0.000    0.000 effects.py:64(JaxprInputEffect)
        1    0.000    0.000    0.000    0.000 typing.py:47(SupportsDType)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:744(IndexExpression)
        1    0.000    0.000    0.000    0.000 <string>:10(__eq__)
        1    0.000    0.000    0.000    0.000 source_info_util.py:218(_SourceInfoContext)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:4130(ReturnOp)
        1    0.000    0.000    0.000    0.000 setops.py:846(_UniqueAllResult)
        1    0.000    0.000    0.000    0.000 parse.py:220(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 layout.py:97(Layout)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:769(GetInternalScratchOp)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:45(PytestTester)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 typing.py:797(_make_union)
        1    0.000    0.000    0.000    0.000 _collections.py:5(FreezableDefaultDict)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:404(UniqueInverseResult)
        1    0.000    0.000    0.000    0.000 _exceptions.py:98(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 mlir.py:246(ConstantHandler)
        2    0.000    0.000    0.000    0.000 _local.py:148(__truediv__)
        1    0.000    0.000    0.000    0.000 sharding.py:98(SdyArraySharding)
        1    0.000    0.000    0.000    0.000 extras.py:339(_fromnxfunction_allargs)
        1    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        1    0.000    0.000    0.000    0.000 ad.py:753(CustomVJPException)
        1    0.000    0.000    0.000    0.000 ansi.py:36(AnsiCursor)
        1    0.000    0.000    0.000    0.000 _datasource.py:73(_FileOpeners)
        1    0.000    0.000    0.000    0.000 api_util.py:725(_HashableByObjectId)
        1    0.000    0.000    0.000    0.000 core.py:2419(MapPrimitive)
        1    0.000    0.000    0.000    0.000 ssl.py:170(_TLSContentType)
        1    0.000    0.000    0.000    0.000 mlir.py:650(LoweringParameters)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:544(AsyncUpdateOp)
        1    0.000    0.000    0.000    0.000 core.py:389(Literal)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:321(__init__)
        5    0.000    0.000    0.000    0.000 fromnumeric.py:3610(_size_dispatcher)
        1    0.000    0.000    0.000    0.000 profiler.py:276(StepTraceAnnotation)
        1    0.000    0.000    0.000    0.000 config.py:1151(<lambda>)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:4106(ReshapeOp)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:399(UniqueCountsResult)
        4    0.000    0.000    0.000    0.000 {method '__set_name__' of 'property' objects}
        1    0.000    0.000    0.000    0.000 gpu_common_utils.py:18(GpuLibNotLinkedError)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:109(take)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:1604(CreateTokenOp)
        1    0.000    0.000    0.000    0.000 __init__.py:10(NBitBase)
        2    0.000    0.000    0.000    0.000 core.py:3494(shape)
        1    0.000    0.000    0.000    0.000 client.py:183(HTTPMessage)
        1    0.000    0.000    0.000    0.000 core.py:3163(JaxprPpSettings)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:1264(PRNGSeed32Op)
        1    0.000    0.000    0.000    0.000 errors.py:46(ConcretizationTypeError)
        1    0.000    0.000    0.000    0.000 typing.py:2749(final)
        1    0.000    0.000    0.000    0.000 dispatch.py:120(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:75(BytesParser)
        1    0.000    0.000    0.000    0.000 linear_util.py:307(TracingDebugInfo)
        1    0.000    0.000    0.000    0.000 tree_util.py:734(FlattenedIndexKey)
        1    0.000    0.000    0.000    0.000 _exceptions.py:71(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 __init__.py:1295(PlaceHolder)
        1    0.000    0.000    0.000    0.000 util.py:377(ForkAwareLocal)
        1    0.000    0.000    0.000    0.000 dtypes.py:579(TypePromotionError)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1292(BoolFormat)
        1    0.000    0.000    0.000    0.000 _local.py:462(PurePosixPath)
        1    0.000    0.000    0.000    0.000 partial_eval.py:1234(Offloadable)
        1    0.000    0.000    0.000    0.000 utils.py:252(_is_utf)
        1    0.000    0.000    0.000    0.000 sharding_impls.py:881(AUTO)
        1    0.000    0.000    0.000    0.000 index_tricks.py:138(_AxisConcat)
        1    0.000    0.000    0.000    0.000 extras.py:1838(mr_class)
        1    0.000    0.000    0.000    0.000 __init__.py:413(PyDLL)
        1    0.000    0.000    0.000    0.000 xla_client.py:253(OpMetadata)
        2    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        1    0.000    0.000    0.000    0.000 __init__.py:678(LZMACompressor)
        1    0.000    0.000    0.000    0.000 types.py:145(RefIndexer)
        1    0.000    0.000    0.000    0.000 xla_metadata.py:25(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:146(_DType_reduce)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 solves.py:160(_LinearSolveTuple)
        1    0.000    0.000    0.000    0.000 config.py:1590(<lambda>)
        1    0.000    0.000    0.000    0.000 _datasource.py:98(__init__)
        1    0.000    0.000    0.000    0.000 xla_client.py:658(PaddingConfig)
        1    0.000    0.000    0.000    0.000 uuid.py:81(SafeUUID)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:2203(YieldOp)
        1    0.000    0.000    0.000    0.000 pjit.py:823(JitWrapped)
        1    0.000    0.000    0.000    0.000 pxla.py:352(EmapInfo)
        1    0.000    0.000    0.000    0.000 core.py:80(JaxprDebugInfo)
        7    0.000    0.000    0.000    0.000 enum.py:179(__init__)
        1    0.000    0.000    0.000    0.000 process.py:346(AuthenticationString)
        1    0.000    0.000    0.000    0.000 parser.py:67(HeaderParser)
        1    0.000    0.000    0.000    0.000 core.py:1051(TraceState)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:214(MGridClass)
        2    0.000    0.000    0.000    0.000 __init__.py:282(_get_preferred_schemes)
        1    0.000    0.000    0.000    0.000 ansi.py:49(AnsiFore)
        1    0.000    0.000    0.000    0.000 __init__.py:125(Context)
        4    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        4    0.000    0.000    0.000    0.000 config.py:706(validator)
        1    0.000    0.000    0.000    0.000 pjit.py:290(_MostRecentPjitCallExecutable)
        1    0.000    0.000    0.000    0.000 core.py:1011(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 __init__.py:332(DeprecatedNonAbstract)
        1    0.000    0.000    0.000    0.000 lax.py:387(sqrt)
        1    0.000    0.000    0.000    0.000 partition_spec.py:27(PartitionSpec)
        1    0.000    0.000    0.000    0.000 eigh.py:275(_Subproblem)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:276(OGridClass)
        4    0.000    0.000    0.000    0.000 _function_base_impl.py:5243(_delete_dispatcher)
        6    0.000    0.000    0.000    0.000 lax.py:3106(<genexpr>)
        1    0.000    0.000    0.000    0.000 pretty_printer.py:272(_Line)
        1    0.000    0.000    0.000    0.000 util.py:583(HashableWrapper)
        1    0.000    0.000    0.000    0.000 threading.py:1395(_DummyThread)
        1    0.000    0.000    0.000    0.000 std.py:214(EMA)
        4    0.000    0.000    0.000    0.000 threading.py:605(is_set)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:515(AddressList)
        1    0.000    0.000    0.000    0.000 core.py:2672(NameGatheringSubst)
        1    0.000    0.000    0.000    0.000 config.py:1140(<lambda>)
        1    0.000    0.000    0.000    0.000 context.py:203(reducer)
        2    0.000    0.000    0.000    0.000 version.py:33(_get_version_string)
        1    0.000    0.000    0.000    0.000 xla.py:295(_TranslationRuleAdapter)
        1    0.000    0.000    0.000    0.000 ad.py:491(<genexpr>)
        1    0.000    0.000    0.000    0.000 parse.py:136(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 errors.py:22(_JAXErrorMixin)
        5    0.000    0.000    0.000    0.000 fromnumeric.py:3075(_max_dispatcher)
        1    0.000    0.000    0.000    0.000 abc.py:52(MetaPathFinder)
        1    0.000    0.000    0.000    0.000 core.py:3417(OpaqueTraceState)
        1    0.000    0.000    0.000    0.000 slicing.py:219(GatherDimensionNumbers)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:455(RClass)
        1    0.000    0.000    0.000    0.000 _exceptions.py:32(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 parser.py:122(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 layout.py:27(AutoLayout)
        1    0.000    0.000    0.000    0.000 tree_util.py:491(Partial)
        1    0.000    0.000    0.000    0.000 tree_util.py:716(DictKey)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1014(is_package)
        1    0.000    0.000    0.000    0.000 discharge.py:100(PartialDischargeRule)
        1    0.000    0.000    0.000    0.000 core.py:2315(CallPrimitive)
        1    0.000    0.000    0.000    0.000 errors.py:317(TracerIntegerConversionError)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1335(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 context.py:311(ForkServerContext)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:3519(PartitionIdOp)
        4    0.000    0.000    0.000    0.000 _inspect.py:142(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:981(setLevel)
        1    0.000    0.000    0.000    0.000 config.py:1753(<lambda>)
        1    0.000    0.000    0.000    0.000 tree_util.py:725(GetAttrKey)
        3    0.000    0.000    0.000    0.000 pxla.py:2432(_register_out_sharding_handler)
        1    0.000    0.000    0.000    0.000 abc.py:68(PathEntryFinder)
        1    0.000    0.000    0.000    0.000 threading.py:1318(Timer)
        1    0.000    0.000    0.000    0.000 gpu_common_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lax_numpy.py:8441(Unoptimized)
        5    0.000    0.000    0.000    0.000 special.py:493(_up_and_broadcast)
        1    0.000    0.000    0.000    0.000 linalg.py:57(SVDResult)
        1    0.000    0.000    0.000    0.000 ffi.py:314(HashableDict)
        1    0.000    0.000    0.000    0.000 pxla.py:1794(MutationData)
