         5315333 function calls (5109638 primitive calls) in 8.355 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.001    0.000 <frozen genericpath>:16(exists)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
       26    0.000    0.000    0.001    0.000 core.py:7039(__init__)
        4    0.000    0.000    0.001    0.000 lax_numpy.py:1698(reshape)
        1    0.000    0.000    0.000    0.000 lazy_loader.py:1(<module>)
        1    0.000    0.000    0.002    0.002 ipaddress.py:1(<module>)
       84    0.000    0.000    0.000    0.000 copy.py:173(_deepcopy_atomic)
        1    0.000    0.000    0.000    0.000 __init__.py:1846(LoggerAdapter)
        2    0.000    0.000    0.000    0.000 loops.py:491(_scan_abstract_eval)
        1    0.000    0.000    0.001    0.001 cli_debugger.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polynomial_impl.py:1080(poly1d)
        1    0.000    0.000    0.001    0.001 heapq.py:1(<module>)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1359(__init__)
       42    0.000    0.000    0.000    0.000 pxla.py:1176(__init__)
       45    0.000    0.000    0.000    0.000 array_methods.py:1034(_forward_operator_to_aval)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:1552(ConvolutionOp)
       13    0.000    0.000    0.000    0.000 core.py:8739(_replace_return_type)
        8    0.000    0.000    0.002    0.000 lax.py:471(shift_left)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1621(_BaseV6)
       46    0.000    0.000    0.000    0.000 dataclasses.py:351(__init__)
       43    0.000    0.000    0.000    0.000 lax.py:1914(<lambda>)
       60    0.000    0.000    0.000    0.000 sharding_impls.py:408(is_fully_addressable)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1579(_IPv4Constants)
        1    0.000    0.000    0.006    0.006 _policybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:493(hugepage_setup)
       23    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       61    0.000    0.000    0.000    0.000 pxla.py:142(<genexpr>)
       12    0.000    0.000    0.000    0.000 custom_derivatives.py:134(__init__)
        1    0.000    0.000    0.002    0.002 ansitowin32.py:1(<module>)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1895(_split_scope_id)
        1    0.000    0.000    0.000    0.000 stack.py:1(<module>)
        1    0.000    0.000    0.001    0.001 decimal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:6736(__new__)
        1    0.000    0.000    0.006    0.006 _encoded_words.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:600(__init__)
        1    0.000    0.000    0.002    0.002 array_methods.py:1102(register_jax_array_methods)
        4    0.000    0.000    0.000    0.000 core.py:732(__iter__)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1403(__len__)
       59    0.000    0.000    0.000    0.000 dataclasses.py:412(<genexpr>)
       34    0.000    0.000    0.000    0.000 core.py:490(read)
        4    0.000    0.000    0.000    0.000 std.py:113(__exit__)
       23    0.000    0.000    0.000    0.000 enum.py:1233(_generate_next_value_)
       22    0.000    0.000    0.000    0.000 {built-in method math.prod}
        1    0.000    0.000    0.000    0.000 _monitor.py:30(__init__)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:4383(ReduceWindowOp)
       44    0.000    0.000    0.000    0.000 array_methods.py:1039(_forward_method_to_aval)
        1    0.000    0.000    0.000    0.000 tempfile.py:142(rng)
       18    0.000    0.000    0.000    0.000 dataclasses.py:879(_hash_set_none)
        1    0.000    0.000    0.000    0.000 cloud_tpu_cluster.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1350(__init__)
        4    0.000    0.000    0.000    0.000 util.py:206(curry)
        4    0.000    0.000    0.000    0.000 weakref.py:289(update)
       14    0.000    0.000    0.000    0.000 <frozen genericpath>:157(_splitext)
        1    0.000    0.000    0.000    0.000 lax.py:1326(_get_monoid_reducer)
        1    0.000    0.000    0.000    0.000 xla_metadata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:858(Thread)
        4    0.000    0.000    0.000    0.000 source_info_util.py:65(register_exclusion)
        9    0.000    0.000    0.000    0.000 functools.py:672(cache)
       13    0.000    0.000    0.000    0.000 typing.py:2523(get_origin)
       10    0.000    0.000    0.000    0.000 loops.py:2415(register_lowering)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:1883(CustomCallOp)
        1    0.000    0.000    0.000    0.000 prng.py:323(KeyTyRules)
        1    0.000    0.000    0.000    0.000 difflib.py:724(Differ)
        1    0.000    0.000    0.000    0.000 utils.py:213(__init__)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:2411(DynamicConvOp)
       14    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.ndarray' objects}
       17    0.000    0.000    0.000    0.000 enum.py:796(__members__)
        2    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:3040(iota)
      3/1    0.000    0.000    0.000    0.000 threading.py:327(wait)
       31    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        5    0.000    0.000    0.000    0.000 threading.py:592(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:492(validate)
       60    0.000    0.000    0.000    0.000 util.py:607(wrapper)
        8    0.000    0.000    0.001    0.000 hardware_utils.py:61(<genexpr>)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
        7    0.000    0.000    0.002    0.000 __init__.py:890(<genexpr>)
        6    0.000    0.000    0.000    0.000 partial_eval.py:1567(close_jaxpr)
       40    0.000    0.000    0.000    0.000 typing.py:2199(<genexpr>)
       52    0.000    0.000    0.000    0.000 prng.py:299(prngkeyarray_flatten)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        1    0.000    0.000    0.000    0.000 _abc.py:101(PurePathBase)
        1    0.000    0.000    0.001    0.001 printoptions.py:1(<module>)
       14    0.000    0.000    0.000    0.000 _local.py:140(joinpath)
        1    0.000    0.000    0.017    0.017 xla_bridge.py:545(discover_pjrt_plugins)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:23(AllReduceOp)
        4    0.000    0.000    0.000    0.000 config.py:58(int_env)
        1    0.000    0.000    0.000    0.000 _machar.py:1(<module>)
       25    0.000    0.000    0.000    0.000 __init__.py:819(__init__)
        2    0.000    0.000    0.000    0.000 selectors.py:568(_can_use)
       77    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
       15    0.000    0.000    0.000    0.000 config.py:771(__init__)
        1    0.000    0.000    0.017    0.017 xla_bridge.py:745(_discover_and_register_pjrt_plugins)
       16    0.000    0.000    0.000    0.000 sharding_impls.py:860(_to_xla_hlo_sharding)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
      6/5    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 fusion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:57(Complex)
        1    0.000    0.000    0.000    0.000 cloud_tpu_cluster.py:202(GkeTpuCluster)
        6    0.000    0.000    0.000    0.000 threading.py:122(RLock)
       36    0.000    0.000    0.000    0.000 partial_eval.py:1807(<genexpr>)
       13    0.000    0.000    0.000    0.000 core.py:8722(__init__)
       16    0.000    0.000    0.000    0.000 version.py:139(<genexpr>)
       37    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        1    0.000    0.000    0.000    0.000 warnings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:1380(ConvolutionOp)
       40    0.000    0.000    0.000    0.000 util.py:357(__hash__)
      4/2    0.000    0.000    0.001    0.000 pjit.py:2351(_dce_jaxpr_pjit)
        1    0.000    0.000    0.000    0.000 gzip.py:140(GzipFile)
        1    0.000    0.000    0.000    0.000 uuid.py:88(UUID)
        1    0.000    0.000    0.000    0.000 op_shardings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:1021(MatmulOp)
        2    0.000    0.000    0.000    0.000 std.py:1265(close)
       47    0.000    0.000    0.000    0.000 enum.py:90(_is_single_bit)
        1    0.000    0.000    0.000    0.000 __init__.py:1323(__init__)
        2    0.000    0.000    0.000    0.000 lax.py:2486(_integer_pow_dtype_rule)
      1/0    0.000    0.000    0.000          mlir.py:2025(f_lowered)
        1    0.000    0.000    0.000    0.000 basearray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:1615(UnshapedArray)
        1    0.000    0.000    0.000    0.000 client.py:252(HTTPResponse)
        4    0.000    0.000    0.000    0.000 config.py:789(bool_flag)
       46    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 traceback.py:989(TracebackException)
        1    0.000    0.000    0.000    0.000 config.py:582(float_state)
       64    0.000    0.000    0.000    0.000 prng.py:435(__init__)
        4    0.000    0.000    0.000    0.000 version.py:138(_version_as_tuple)
        1    0.000    0.000    0.001    0.001 __init__.py:126(EntryPoint)
        1    0.000    0.000    0.002    0.002 blas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:270(ConcatenateOp)
        1    0.000    0.000    0.000    0.000 array_api_metadata.py:1(<module>)
        4    0.000    0.000    0.000    0.000 <frozen posixpath>:99(split)
        1    0.000    0.000    0.000    0.000 difflib.py:44(SequenceMatcher)
       36    0.000    0.000    0.000    0.000 array_methods.py:566(_defer_to_unrecognized_arg)
        1    0.000    0.000    0.000    0.000 sharding.py:113(Sharding)
        6    0.000    0.000    0.000    0.000 deprecations.py:48(getattr)
        1    0.000    0.000    0.000    0.000 _ufunclike_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        3    0.000    0.000    0.000    0.000 config.py:796(int_flag)
        1    0.000    0.000    0.000    0.000 _linalg.py:43(EigResult)
        6    0.000    0.000    0.002    0.000 __init__.py:756(search)
        1    0.000    0.000    0.000    0.000 array_methods.py:747(_IndexUpdateRef)
       83    0.000    0.000    0.000    0.000 _local.py:298(root)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:2101(DynamicConvOp)
        9    0.000    0.000    0.000    0.000 __init__.py:185(__new__)
       13    0.000    0.000    0.000    0.000 mixins.py:46(_numeric_methods)
        9    0.000    0.000    0.000    0.000 core.py:1538(concretization_function_error)
       22    0.000    0.000    0.000    0.000 _type_aliases.py:118(<lambda>)
       14    0.000    0.000    0.000    0.000 _functools.py:99(wrapper)
        1    0.000    0.000    0.003    0.003 context.py:70(RLock)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 threading.py:998(_bootstrap)
        2    0.000    0.000    0.014    0.007 __init__.py:326(__getattr__)
        2    0.000    0.000    0.000    0.000 __init__.py:930(__init__)
        1    0.000    0.000    0.000    0.000 batching.py:380(BatchTrace)
        1    0.000    0.000    0.000    0.000 _distributor_init.py:1(<module>)
       42    0.000    0.000    0.000    0.000 dispatch.py:281(apply_outfeed_rewriter)
        1    0.000    0.000    0.000    0.000 lax.py:1258(reduce)
        2    0.000    0.000    0.001    0.000 loops.py:444(inner)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:4614(ReverseOp)
       10    0.000    0.000    0.000    0.000 enum.py:1434(_iter_member_by_def_)
       24    0.000    0.000    0.000    0.000 pxla.py:123(<lambda>)
       63    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 _chlo_ops_gen.py:239(BroadcastAddOp)
       16    0.000    0.000    0.000    0.000 _dtype.py:334(_name_includes_bit_suffix)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:110(AllGatherOp)
        1    0.000    0.000    0.001    0.001 gpu_linalg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 slurm_cluster.py:27(SlurmCluster)
        2    0.000    0.000    0.001    0.001 hardware_utils.py:58(has_visible_nvidia_gpu)
       27    0.000    0.000    0.000    0.000 utils.py:112(__format__)
        6    0.000    0.000    0.000    0.000 lax.py:689(__str__)
       46    0.000    0.000    0.000    0.000 pxla.py:2182(<genexpr>)
        1    0.000    0.000    0.000    0.000 api.py:403(value_and_grad)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:166(<genexpr>)
       42    0.000    0.000    0.000    0.000 cache_key.py:49(get_flag_prefixes)
        7    0.000    0.000    0.000    0.000 lax.py:4542(_reduce_sum_shape_rule)
        3    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        1    0.000    0.000    0.000    0.000 gui.py:1(<module>)
        3    0.000    0.000    0.000    0.000 <frozen os>:719(__setitem__)
       19    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
       42    0.000    0.000    0.000    0.000 cache_key.py:291(<genexpr>)
        1    0.000    0.000    0.001    0.001 ansitowin32.py:72(AnsiToWin32)
       34    0.000    0.000    0.000    0.000 api_util.py:261(<genexpr>)
        1    0.000    0.000    0.000    0.000 _linalg.py:59(SVDResult)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        6    0.000    0.000    0.000    0.000 lax.py:3921(_concatenate_dtype_rule)
        1    0.000    0.000    0.000    0.000 __init__.py:1297(ZipFile)
        1    0.000    0.000    0.000    0.000 pickle.py:257(_Unframer)
        1    0.000    0.000    0.000    0.000 basearray.py:32(Array)
        1    0.000    0.000    0.000    0.000 ssl.py:792(SSLObject)
        1    0.000    0.000    0.000    0.000 stages.py:415(Compiled)
        1    0.000    0.000    0.000    0.000 _arraypad_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:86(Jaxpr)
        2    0.000    0.000    0.000    0.000 core.py:3013(_update_from)
       17    0.000    0.000    0.000    0.000 lax.py:5570(<genexpr>)
        1    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
        3    0.000    0.000    0.000    0.000 typing.py:1719(__getitem__)
        1    0.000    0.000    0.000    0.000 pprint.py:1(<module>)
       31    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       10    0.000    0.000    0.001    0.000 extras.py:251(__init__)
        1    0.000    0.000    0.000    0.000 glob.py:527(_StringGlobber)
      110    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        3    0.000    0.000    0.000    0.000 __init__.py:51(_parse_version)
        1    0.000    0.000    0.000    0.000 __init__.py:203(Path)
       27    0.000    0.000    0.000    0.000 utils.py:108(__init__)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:4813(shift_right_logical)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.001    0.001 struct.py:1(<module>)
       29    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 process.py:396(__init__)
        1    0.000    0.000    0.000    0.000 partial_eval.py:1894(DynamicJaxprTrace)
       57    0.000    0.000    0.000    0.000 <frozen codecs>:263(__init__)
       53    0.000    0.000    0.000    0.000 __init__.py:225(<genexpr>)
        7    0.000    0.000    0.000    0.000 <frozen _collections_abc>:815(__contains__)
        1    0.000    0.000    0.000    0.000 pxla.py:2731(UnloadedMeshExecutable)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 partial_eval.py:100(PartialVal)
        1    0.000    0.000    0.003    0.003 initialise.py:1(<module>)
        2    0.000    0.000    0.000    0.000 lazy_loader.py:23(attach)
        2    0.000    0.000    0.000    0.000 prng.py:745(_is_threefry_prng_key)
        3    0.000    0.000    0.000    0.000 dataclasses.py:1580(replace)
        1    0.000    0.000    0.000    0.000 xla_client.py:85(make_gpu_client)
       54    0.000    0.000    0.000    0.000 ir.py:12(register_attribute_builder)
        8    0.000    0.000    0.000    0.000 __init__.py:1750(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 core.py:2868(__new__)
        2    0.000    0.000    0.001    0.001 glob.py:108(_glob1)
        1    0.000    0.000    0.000    0.000 cluster.py:1(<module>)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sharding_impls.py:630(PositionalSharding)
       46    0.000    0.000    0.000    0.000 prng.py:293(<genexpr>)
       21    0.000    0.000    0.000    0.000 {built-in method posix._path_normpath}
        1    0.000    0.000    0.002    0.002 ufuncs.py:1145(_bitwise_and)
        8    0.000    0.000    0.000    0.000 sharding_impls.py:841(num_devices)
      3/1    0.000    0.000    0.000    0.000 threading.py:641(wait)
       53    0.000    0.000    0.000    0.000 pxla.py:110(identity)
        1    0.000    0.000    0.000    0.000 sharding_impls.py:421(PmapSharding)
        1    0.000    0.000    0.000    0.000 _func_ops_gen.py:130(FuncOp)
        2    0.000    0.000    0.001    0.001 ufuncs.py:1174(_bitwise_or)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1924(IPv6Address)
       12    0.000    0.000    0.000    0.000 deprecations.py:91(register)
       24    0.000    0.000    0.000    0.000 lax.py:4070(<genexpr>)
       52    0.000    0.000    0.000    0.000 pjit.py:2365(<genexpr>)
        1    0.000    0.000    0.002    0.002 __init__.py:477(StrFormatStyle)
       32    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 k8s_cluster.py:26(K8sCluster)
        3    0.000    0.000    0.020    0.007 mlir.py:2026(<lambda>)
        2    0.000    0.000    0.000    0.000 loops.py:1373(_while_loop_abstract_eval)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:1355(CompositeOp)
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1303(__init__)
      100    0.000    0.000    0.000    0.000 inspect.py:2779(default)
       12    0.000    0.000    0.000    0.000 glob.py:233(has_magic)
       83    0.000    0.000    0.000    0.000 _local.py:307(_tail)
        2    0.000    0.000    0.000    0.000 _local.py:329(parent)
        2    0.000    0.000    0.001    0.000 hashlib.py:82(__get_builtin_constructor)
       19    0.000    0.000    0.000    0.000 _parser.py:303(checkgroupname)
       27    0.000    0.000    0.000    0.000 std.py:167(colour)
        1    0.000    0.000    0.000    0.000 contract.py:740(ContractExpression)
        1    0.000    0.000    0.018    0.018 environment_info.py:1(<module>)
       20    0.000    0.000    0.000    0.000 enum.py:1722(_simple_enum)
        8    0.000    0.000    0.000    0.000 functools.py:866(_is_valid_dispatch_type)
       46    0.000    0.000    0.000    0.000 pxla.py:2192(<genexpr>)
        2    0.000    0.000    0.000    0.000 _ufunc_config.py:441(__enter__)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:3909(PadOp)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
       11    0.000    0.000    0.000    0.000 pxla.py:2518(is_user_xla_layout_equal)
        2    0.000    0.000    0.000    0.000 __init__.py:114(_getuserbase)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:971(clear)
        1    0.000    0.000    0.000    0.000 _collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 earray.py:32(EArray)
       22    0.000    0.000    0.000    0.000 util.py:292(cache)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:314(AllToAllOp)
        1    0.000    0.000    0.000    0.000 tempfile.py:153(__next__)
        1    0.000    0.000    0.003    0.003 xla_bridge.py:220(make_cpu_client)
       19    0.000    0.000    0.000    0.000 lax.py:4581(<genexpr>)
        1    0.000    0.000    0.001    0.001 winterm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1110(StreamHandler)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:142(AllGatherOp)
       42    0.000    0.000    0.000    0.000 cache_key.py:55(custom_hook)
        1    0.000    0.000    0.000    0.000 api.py:337(grad)
        3    0.000    0.000    0.001    0.000 lax.py:411(bitwise_xor)
        4    0.000    0.000    0.000    0.000 ssl.py:399(__new__)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:4471(SelectAndScatterOp)
        2    0.000    0.000    0.000    0.000 lax.py:2821(_convert_elt_type_folding_rule)
       78    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
       13    0.000    0.000    0.000    0.000 util.py:638(use_cpp_method)
        1    0.000    0.000    0.001    0.001 gpu_triton.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ad.py:550(bilinear_transpose)
        2    0.000    0.000    0.001    0.000 cloud_tpu_init.py:23(maybe_import_libtpu)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:458(DynamicGatherOp)
       48    0.000    0.000    0.000    0.000 fromnumeric.py:2606(_all_dispatcher)
        1    0.000    0.000    0.000    0.000 _chlo_ops_gen.py:1189(BroadcastXorOp)
        1    0.000    0.000    0.005    0.005 mlir.py:2499(cached_lowering)
       40    0.000    0.000    0.000    0.000 slicing.py:1094(<genexpr>)
        1    0.000    0.000    0.000    0.000 decoder.py:291(__init__)
       10    0.000    0.000    0.000    0.000 deprecations.py:47(deprecation_getattr)
       20    0.000    0.000    0.000    0.000 mixins.py:18(_binary_method)
       54    0.000    0.000    0.000    0.000 glob.py:240(_ishidden)
        1    0.000    0.000    0.004    0.004 xla_bridge.py:914(_suggest_missing_backends)
        1    0.000    0.000    0.000    0.000 core.py:1827(ConcreteArray)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:61(Sectioned)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:3923(ReduceWindowOp)
        1    0.000    0.000    0.000    0.000 mimetypes.py:64(MimeTypes)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _chlo_ops_gen.py:131(AsinhOp)
        1    0.000    0.000    0.006    0.006 mpi4py_cluster.py:1(<module>)
        1    0.000    0.000    0.004    0.004 cloud_tpu_init.py:53(cloud_tpu_init)
       42    0.000    0.000    0.000    0.000 pxla.py:2098(<genexpr>)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:4927(SelectAndScatterOp)
        1    0.000    0.000    0.000    0.000 lax.py:5745(BIntRules)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1139(_BaseV4)
        1    0.000    0.000    0.008    0.008 std.py:760(get_lock)
       27    0.000    0.000    0.000    0.000 contextlib.py:450(__exit__)
        1    0.000    0.000    0.000    0.000 sharding_impls.py:784(GSPMDSharding)
        1    0.000    0.000    0.000    0.000 _linalg.py:47(EighResult)
        1    0.000    0.000    0.000    0.000 numbers.py:319(Integral)
       42    0.000    0.000    0.000    0.000 pxla.py:2110(<genexpr>)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:51(_wrapfunc)
        2    0.000    0.000    0.001    0.001 lax_numpy.py:2924(split)
        1    0.000    0.000    0.000    0.000 core.py:198(ClosedJaxpr)
        1    0.000    0.000    0.000    0.000 tempfile.py:860(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 compute_on.py:1(<module>)
        7    0.000    0.000    0.000    0.000 array_methods.py:1045(_forward_property_to_aval)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:4234(ReducePrecisionOp)
       10    0.000    0.000    0.000    0.000 op_shardings.py:27(get_num_ways_dim_sharded)
        2    0.000    0.000    0.020    0.010 prng.py:660(<lambda>)
        1    0.000    0.000    0.000    0.000 platform.py:925(uname_result)
        6    0.000    0.000    0.000    0.000 {method 'as_arrays' of 'numpy._core._multiarray_umath._array_converter' objects}
        1    0.000    0.000    0.000    0.000 traceback.py:424(StackSummary)
        1    0.000    0.000    0.000    0.000 weakref.py:164(__setitem__)
        4    0.000    0.000    0.001    0.000 tree_util.py:1089(tree_flatten_with_path)
        9    0.000    0.000    0.000    0.000 shard_map.py:1075(<lambda>)
        1    0.000    0.000    0.000    0.000 _meta.py:11(PackageMetadata)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:4289(ReduceScatterOp)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 layout.py:33(DeviceLocalLayout)
        1    0.000    0.000    0.000    0.000 indexing.py:133(NDIndexer)
        1    0.000    0.000    0.000    0.000 _builtin_ops_gen.py:23(ModuleOp)
       42    0.000    0.000    0.000    0.000 _compat_pickle.py:164(<genexpr>)
       19    0.000    0.000    0.000    0.000 api_util.py:385(is_hashable)
        1    0.000    0.000    0.373    0.373 cloud_tpu_init.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:444(PercentStyle)
        1    0.000    0.000    0.000    0.000 pxla.py:1651(MismatchType)
       10    0.000    0.000    0.000    0.000 enum.py:1424(_iter_member_by_value_)
        1    0.000    0.000    0.000    0.000 synchronize.py:46(SemLock)
       14    0.000    0.000    0.000    0.000 core.py:2154(<genexpr>)
        5    0.000    0.000    0.000    0.000 threading.py:428(notify_all)
        8    0.000    0.000    0.000    0.000 __init__.py:56(__init_subclass__)
        1    0.000    0.000    0.000    0.000 lax.py:2593(_sub_jvp)
       28    0.000    0.000    0.000    0.000 core.py:453(def_effectful_abstract_eval)
        1    0.000    0.000    0.000    0.000 __init__.py:192(_Extra)
        1    0.000    0.000    0.000    0.000 k8s_cluster.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _functional.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _linalg.py:51(QRResult)
        1    0.000    0.000    0.000    0.000 std.py:438(status_printer)
        1    0.000    0.000    0.000    0.000 _iinfo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:1472(RotateOp)
        1    0.000    0.000    0.000    0.000 sharding_impls.py:332(SingleDeviceSharding)
        7    0.000    0.000    0.002    0.000 sharding.py:194(devices_indices_map)
        1    0.000    0.000    0.000    0.000 reduction.py:33(ForkingPickler)
        1    0.000    0.000    0.001    0.001 reductions.py:208(_reduce_sum)
        1    0.000    0.000    0.000    0.000 _linalg.py:55(SlogdetResult)
        1    0.000    0.000    0.000    0.000 _chlo_ops_gen.py:386(BroadcastCompareOp)
        2    0.000    0.000    0.000    0.000 prng.py:640(random_bits_abstract_eval)
        1    0.000    0.000    0.000    0.000 stack.py:29(Stack)
       15    0.000    0.000    0.000    0.000 mlir.py:805(set_tokens_out)
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
       14    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        1    0.000    0.000    0.000    0.000 std.py:663(__new__)
        7    0.000    0.000    0.000    0.000 core.py:2600(_arraymethod)
        1    0.000    0.000    0.000    0.000 win32.py:1(<module>)
        9    0.000    0.000    0.000    0.000 threading.py:303(__enter__)
       16    0.000    0.000    0.000    0.000 typing.py:1230(<genexpr>)
        7    0.000    0.000    0.000    0.000 core.py:2153(definitely_equal_one_of_dim)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        6    0.000    0.000    0.000    0.000 sharding_impls.py:1548(physical_sharding)
        1    0.000    0.000    0.000    0.000 config.py:1063(_update_jax_memories_global)
        3    0.000    0.000    0.000    0.000 typing.py:1715(copy_with)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 utils.py:76(wrap)
        1    0.000    0.000    0.000    0.000 mpi4py_cluster.py:23(Mpi4pyCluster)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:5786(TorchIndexSelectOp)
        1    0.000    0.000    0.000    0.000 dispatch.py:332(CopySemantics)
